// Start Time: Unknown
// Update Rate: Various
// Filter Profile: general (39.12)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 1.5.1
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Roll	Pitch	Yaw
33090	3337105	0.049237	-0.007950	9.781811	0.000355	0.005066	-0.000558	-0.555815	0.069459	-0.593325	-0.020091	-0.429539	-79.777482
33091	3337205	0.052793	-0.005031	9.769938	-0.002875	0.002584	-0.010482	-0.560043	0.081092	-0.589377	-0.022352	-0.427364	-79.783841
33092	3337305	0.045434	-0.010747	9.779021	-0.001002	0.010021	0.008043	-0.548541	0.075937	-0.594723	-0.023620	-0.420923	-79.781551
33093	3337405	0.049417	-0.003268	9.784045	-0.002649	-0.007264	-0.002887	-0.551108	0.073956	-0.590841	-0.025785	-0.424389	-79.783890
33094	3337505	0.042472	-0.001922	9.772435	0.018486	-0.000623	-0.011048	-0.539844	0.071486	-0.587948	-0.015805	-0.424052	-79.790614
33095	3337605	0.027769	0.011636	9.780595	0.003295	0.004756	-0.004934	-0.551385	0.071911	-0.586782	-0.014556	-0.420631	-79.794045
33096	3337705	0.039331	0.001626	9.771482	0.006379	-0.004141	0.003758	-0.551423	0.067180	-0.590962	-0.011575	-0.422307	-79.792799
33097	3337805	0.049320	0.001888	9.775767	0.008651	0.002949	0.004858	-0.548922	0.071634	-0.590705	-0.007298	-0.419920	-79.789809
33098	3337905	0.050228	-0.005291	9.765083	0.003154	0.004345	0.002961	-0.555585	0.076341	-0.591154	-0.006161	-0.416735	-79.788094
33099	3338005	0.049761	-0.011921	9.779586	0.001367	0.005469	-0.007124	-0.558219	0.076832	-0.583132	-0.006007	-0.412905	-79.792574
33100	3338105	0.060032	-0.002094	9.780799	0.002091	0.001970	-0.003452	-0.546565	0.069098	-0.594667	-0.005454	-0.411081	-79.795520
33101	3338205	0.033906	0.002411	9.785127	-0.001550	0.005646	-0.000226	-0.546775	0.064581	-0.594748	-0.007000	-0.407151	-79.796578
33102	3338305	0.031351	-0.002215	9.768626	-0.005093	-0.002408	0.004554	-0.552780	0.075638	-0.603275	-0.010594	-0.407835	-79.793071
33103	3338405	0.043025	-0.017079	9.777214	0.005616	-0.002087	-0.009071	-0.551471	0.072017	-0.584732	-0.007998	-0.408336	-79.800591
33104	3338505	0.045941	-0.006153	9.773617	-0.003880	0.003019	-0.008786	-0.549475	0.067543	-0.582587	-0.010844	-0.405912	-79.806524
33105	3338605	0.050082	-0.007368	9.781088	0.003222	-0.000188	-0.007749	-0.553037	0.075958	-0.597126	-0.009624	-0.405325	-79.810294
33106	3338705	0.053787	-0.002207	9.767762	0.006101	-0.004508	-0.014471	-0.553294	0.076278	-0.590977	-0.006729	-0.407215	-79.820461
33107	3338805	0.046832	-0.019342	9.765746	0.009559	0.001201	0.002873	-0.551404	0.069546	-0.588872	-0.001922	-0.405832	-79.819929
33108	3338905	0.056143	-0.009215	9.765047	-0.003759	0.009978	0.007108	-0.560330	0.067115	-0.597818	-0.004764	-0.399421	-79.816804
33109	3339005	0.047561	0.002541	9.776135	0.006141	0.004829	-0.012270	-0.553504	0.071761	-0.591058	-0.001854	-0.395961	-79.823339
33110	3339105	0.045835	-0.014472	9.780023	0.007698	-0.011556	0.005448	-0.544359	0.069141	-0.592441	0.001876	-0.401888	-79.822258
33111	3339205	0.034026	-0.006081	9.786876	-0.004775	0.000453	0.014425	-0.560311	0.069480	-0.595728	-0.001576	-0.400934	-79.816388
33112	3339305	0.052407	0.002068	9.771077	0.003669	0.009548	0.001826	-0.551128	0.071591	-0.592931	-0.000139	-0.394770	-79.816628
33113	3339405	0.050992	-0.007634	9.776790	0.001035	-0.008406	0.006370	-0.560253	0.076575	-0.589458	-0.000230	-0.398894	-79.814405
33114	3339505	0.051553	-0.001459	9.779115	-0.004117	-0.013959	0.000505	-0.551175	0.076427	-0.586701	-0.003249	-0.406199	-79.815794
33115	3339605	0.044413	-0.019123	9.772201	0.004175	0.002119	0.006118	-0.555729	0.069353	-0.595375	-0.001540	-0.404292	-79.815250
33116	3339705	0.056418	0.000194	9.761275	0.010122	-0.011061	-0.006903	-0.551299	0.071804	-0.588832	0.003630	-0.409937	-79.820652
33117	3339805	0.055558	-0.014741	9.789067	-0.006994	0.007584	0.001896	-0.551194	0.074062	-0.588791	-0.001043	-0.404899	-79.821173
33118	3339905	0.051370	-0.017003	9.769462	-0.002262	0.012739	0.000191	-0.550793	0.080731	-0.590720	-0.002998	-0.396908	-79.822084
33119	3340005	0.055637	-0.008878	9.781507	-0.006272	0.005848	-0.000306	-0.553399	0.074019	-0.591018	-0.007249	-0.392866	-79.824938
33120	3340105	0.050901	0.003360	9.776206	-0.006593	-0.000184	-0.005111	-0.553142	0.073699	-0.597167	-0.011665	-0.392280	-79.828287
33121	3340205	0.042782	0.006977	9.775800	0.006212	-0.006259	-0.006230	-0.548856	0.069162	-0.594844	-0.008739	-0.395175	-79.832603
33122	3340305	0.048927	-0.022260	9.787922	-0.003966	-0.012210	0.010259	-0.548474	0.073465	-0.598863	-0.011711	-0.401479	-79.826641
33123	3340405	0.042985	-0.000377	9.776338	0.005802	0.008551	-0.012386	-0.553399	0.074019	-0.591018	-0.008995	-0.395890	-79.834155
33124	3340505	0.029657	0.015450	9.759060	0.001461	0.008614	-0.012746	-0.544274	0.069035	-0.594491	-0.008766	-0.390264	-79.842149
33125	3340605	0.047171	-0.004361	9.768218	0.002158	0.000745	-0.007451	-0.548731	0.073785	-0.592714	-0.008158	-0.389147	-79.846394
33126	3340705	0.048014	-0.017209	9.778101	0.002070	0.003928	-0.004385	-0.553399	0.074019	-0.591018	-0.007613	-0.386206	-79.849355
33127	3340805	0.047816	-0.008561	9.767530	0.003118	-0.008165	0.003691	-0.553267	0.069076	-0.599297	-0.006499	-0.390194	-79.848115
33128	3340905	0.055096	-0.003209	9.775864	-0.002403	-0.006543	-0.002165	-0.559977	0.078620	-0.593517	-0.008524	-0.393254	-79.848870
33129	3341005	0.053549	-0.008391	9.781291	0.000286	0.009194	0.000532	-0.544426	0.071613	-0.588301	-0.009021	-0.387296	-79.849321
33130	3341105	0.053301	-0.005866	9.772932	0.002903	-0.007930	-0.003613	-0.548798	0.076257	-0.588574	-0.008001	-0.391150	-79.851404
33131	3341205	0.056214	0.002550	9.779018	0.000547	-0.007439	-0.001303	-0.555690	0.074083	-0.591195	-0.008340	-0.394724	-79.852847
