// Start Time: Unknown
// Update Rate: Various
// Filter Profile: general (39.12)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 1.5.1
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Roll	Pitch	Yaw
11131	9491047	-0.049132	0.016800	9.772555	0.003914	-0.000895	-0.005441	0.566527	0.092375	-0.598401	0.216891	0.127438	77.334069
11132	9491147	-0.055178	0.029170	9.764046	0.005188	-0.010790	0.003495	0.564388	0.089860	-0.604767	0.218483	0.121738	77.336958
11133	9491247	-0.052208	-0.004744	9.782457	0.013003	-0.003119	0.011606	0.564092	0.085450	-0.602798	0.224564	0.120418	77.345018
11134	9491347	-0.040367	-0.000128	9.782497	0.007596	-0.002471	0.003470	0.564006	0.085557	-0.600748	0.227536	0.119486	77.347585
11135	9491447	-0.046449	-0.000772	9.787824	0.000065	-0.000996	-0.006161	0.559911	0.092246	-0.605080	0.226181	0.119420	77.343698
11136	9491547	-0.046811	0.013488	9.783394	-0.004228	0.001980	-0.007118	0.550747	0.092501	-0.605787	0.222366	0.121063	77.339840
11137	9491647	-0.057240	0.013509	9.767559	0.005402	-0.001250	-0.015282	0.554756	0.085918	-0.599406	0.224062	0.120877	77.332800
11138	9491747	-0.058587	0.015054	9.785925	0.003286	-0.008022	-0.006718	0.557219	0.085641	-0.603329	0.224556	0.116793	77.329687
11139	9491847	-0.049595	-0.005027	9.772275	-0.005967	-0.006177	-0.009979	0.552866	0.092650	-0.601511	0.219744	0.113772	77.323543
11140	9491947	-0.053053	0.013517	9.773457	0.003447	0.006242	-0.005262	0.555644	0.099149	-0.605313	0.220333	0.117857	77.320143
11141	9492047	-0.032695	0.004520	9.788074	-0.008991	0.005944	0.001784	0.555434	0.094632	-0.605393	0.213806	0.121758	77.322526
11142	9492147	-0.052509	0.018114	9.779847	-0.000771	0.007359	-0.003221	0.555224	0.090115	-0.605474	0.211983	0.126482	77.322524
11143	9492247	-0.049999	0.012069	9.770459	-0.003792	-0.011045	-0.006522	0.561782	0.083149	-0.605065	0.208428	0.120671	77.321689
11144	9492347	-0.028293	0.001307	9.773753	0.004669	0.001480	-0.001188	0.566718	0.094527	-0.600410	0.209725	0.122018	77.319848
11145	9492447	-0.046792	0.005757	9.776443	0.005697	-0.011837	0.003683	0.570880	0.085366	-0.600218	0.211619	0.115731	77.324255
11146	9492547	-0.047625	0.009771	9.779514	0.000125	0.007561	-0.002157	0.559596	0.085471	-0.605201	0.210315	0.120569	77.323388
11147	9492647	-0.050663	0.016540	9.788201	0.002765	-0.010858	-0.004666	0.557448	0.092523	-0.601158	0.210521	0.114858	77.320339
11148	9492747	-0.052991	0.003955	9.778676	-0.001973	0.003707	-0.000143	0.550680	0.094973	-0.601648	0.208018	0.117485	77.320248
11149	9492847	-0.045674	0.008508	9.772230	-0.002203	-0.008691	-0.002517	0.560121	0.096763	-0.604999	0.205382	0.113015	77.319256
11150	9492947	-0.045500	-0.002026	9.771485	-0.001390	-0.010972	-0.004215	0.564131	0.090180	-0.598618	0.203211	0.107244	77.318991
11151	9493047	-0.045601	0.005911	9.770596	0.007863	-0.012304	-0.005796	0.555434	0.094632	-0.605393	0.206340	0.100711	77.315130
11152	9493147	-0.051698	0.010009	9.775044	0.012552	-0.015351	-0.005426	0.560035	0.096870	-0.602950	0.212157	0.092433	77.312031
11153	9493247	-0.057635	0.009099	9.773908	-0.005863	0.004292	-0.004890	0.557744	0.096933	-0.603127	0.207425	0.095411	77.309553
11154	9493347	-0.037793	0.016053	9.779934	-0.002651	-0.005009	0.015380	0.559806	0.089988	-0.605121	0.204556	0.093023	77.321602
11155	9493447	-0.040375	-0.001057	9.781310	-0.003984	0.010916	0.002462	0.566555	0.085173	-0.606721	0.200911	0.099786	77.326448
11156	9493547	-0.045505	0.013608	9.776236	-0.001334	-0.003646	-0.008072	0.557047	0.085855	-0.599229	0.198773	0.098224	77.322092
